exam_number,question_number,question_text,options,context,generated_answer,actual_answer
5,44,"Doctrine of Legitimate Expectation was discussed in the following case ""","A) Ramakrishna Dalmia Vs. Justice Tendolkar 
 B) M.C. Mehta Vs. Union of India 
 C) State of U.P Vs. Deoman 
 D) Food Corporation of India Vs. M/s. Kamdhenu Cattle Feed Industries","

Context: 
The doctrine of legitimate expectation is a principle of administrative law that has its roots in the concept of fairness. It is based on the idea that a person has a legitimate expectation of being treated in a certain way by an administrative authority, and that the authority has a duty to act fairly in accordance with that expectation. This doctrine is often applied in situations where an individual or a group has been led to believe that they will be treated in a particular way, and then the authority suddenly changes its stance without a valid reason. 

In India, the doctrine of legitimate expectation has been discussed in various landmark judgments. One such case is a renowned judgement where the Supreme Court had to decide on the issue of whether the government's decision to withdraw a previously announced policy was arbitrary and violated the principle of legitimate expectation. The case involved a situation where the government had announced a policy, and people had acted upon it, only to be told later that the policy was being withdrawn. The court had to examine whether the government's decision was fair and reasonable, and whether it had a valid reason to withdraw the policy. 

Can you identify the case where this doctrine was discussed?",A) Ramakrishna Dalmia Vs. Justice Tendolkar,D
5,45,The Supreme Court in Selvi&Ors. vs State Of Karnataka held that compulsory brain- mapping and polygraph tests and narco- analysis were in violation of the following Articles of the Constitution.,"A) Art. 23 and 24 
 B) Art. 15 and 16 
 C) Art. 29 and 30 
 D) Articles 20 and 21","

Context: 

In the landmark judgment of Selvi & Ors. vs State Of Karnataka, the Supreme Court of India dealt with the issue of whether certain forensic techniques, specifically compulsory brain-mapping, polygraph tests, and narco-analysis, were in consonance with the Indian Constitution. The petitioners, accused of certain crimes, had been subjected to these tests without their consent, leading to concerns about the violation of their fundamental rights. The court had to examine whether these techniques, often used by investigating agencies, were in line with the constitutional safeguards enshrined in the Constitution. The court's decision hinged on the interpretation of specific Articles of the Constitution, which protect individual liberties and prevent coercive measures that may infringe upon a person's autonomy and dignity. The judgment has significant implications for the criminal justice system, as it clarifies the boundaries of permissible investigative techniques and upholds the rights of accused individuals.",D) Articles 20 and 21,D
5,46,"""Passive Euthanasia is permitted in certain cases "" held in","A) Aruna Ramachandra Shanbaug Vs. Union of India 
 B) Gian Kaur Vs. State of Punjab 
 C) P. Rathinam Vs. Union of India 
 D) State of Maharashtra Vs. Chandraben Set-A"," The context should be concise and to the point. It should not exceed 150 words.

Context: 
The concept of euthanasia, which is also known as ""mercy killing,"" has been a topic of debate in India for a long time. Euthanasia is the practice of intentionally ending a person's life to relieve them from an incurable disease or unbearable suffering. The Supreme Court of India has played a significant role in shaping the laws and regulations related to euthanasia in the country. In 2011, the Supreme Court delivered a landmark judgment in a case where it recognized the right to die with dignity as a fundamental right under Article 21 of the Indian Constitution. This judgment paved the way for the legalization of passive euthanasia in certain cases. Passive euthanasia is a form of euthanasia where the patient's life-sustaining treatment is withdrawn, allowing them to die naturally. The Supreme Court's judgment has been instrumental in bringing about a change in the approach towards euthanasia in India, and it has sparked a national debate on the issue.",A) Aruna Ramachandra Shanbaug Vs. Union of India,A
5,47,"Delivery of goods by one person to another for some purpose upon a contract that they shall, when the purpose is accomplished, be returned or disposed of according to the directions of the person delivering them. What is this type of contract called as","A) Indemnity 
 B) Guarantee 
 C) Bailment 
 D) Pledge","

Here is the context:

Ramesh, a businessman, lends his car to his friend, Rohan, for a week to attend a wedding in a nearby city. Ramesh has instructed Rohan to return the car to him after the wedding and also to ensure that the car is not driven by anyone else. Rohan agrees to these conditions and promises to take good care of the car. In this scenario, what type of contract has been entered into between Ramesh and Rohan?",C) Bailment,C
5,48,The essence of a contract of agency is the agent's,"A) Representative capacity coupled with a power to affect the legal relations of the principal with third persons. 
 B) Power and title to the property that is being dealt with 
 C) Authority and status of dealing with the trade 
 D) None of the above","
     4. Context should be in the form of a passage.

Context: In the Indian Contract Act, 1872, the contract of agency is defined under Section 182, which states that ""an agreement creating an agency is called a contract of agency."" This contract involves a principal and an agent, where the principal entrusts the agent with the power to act on their behalf in dealings with third parties. The agent's primary role is to represent the principal and bind them to legal obligations. The agent's actions, in this context, have a direct impact on the principal's legal relationships with third parties, making them accountable for the agent's actions. In essence, the agent's ability to affect the legal relations of the principal with third persons is a fundamental aspect of the contract of agency.",A),A
5,49,"""A Contract is an agreement between two or more persons which is intended to be enforceable at law and is contracted by the acceptance by one party of an offer made to him by the other party to do or abstain from doing some act."" - Whose statement is this?","A) Halsbury 
 B) Salmond 
 C) Phipson 
 D) Pollock","

Context: In the realm of contract law, there are several definitions that have been put forth by renowned jurists and legal experts. One such definition that has been widely accepted and cited is the one that describes a contract as an agreement between two or more persons which is intended to be enforceable at law and is contracted by the acceptance by one party of an offer made to him by the other party to do or abstain from doing some act. This definition highlights the essential elements of a contract, including the intention to create legal relations, the offer and acceptance, and the promise to perform or refrain from performing a specific act. The author of this definition is a prominent figure in the field of contract law, and his works have been widely referenced and respected by legal scholars and practitioners alike. The definition has been influential in shaping the understanding of contracts and has been cited in numerous judgments and legal texts.

Please let me know if the context is acceptable or need any modification.",A) Halsbury,A
5,50,"A's nephew has absconded from his home. He sent his servant to trace his missing nephew. When the servant had left, A then announced that anybody who discovered the missing boy, would be given the reward of Rs.500. The servant discovered the missing boy without knowing the reward. When the servant came to know about the reward, he brought an action against A to recover the same. But his action failed. It was held that the servant was not entitled to the reward because he did not know about the offer when he discovered the missing boy. Name the case on reading the facts ВСІ","A) Lalman Shukla v. Gauri Dutt 
 B) Donogue v. Stevenson 
 C) Tweedle v. Atkinson 
 D) Dutton v. Poole"," The offer can be express or implied. In a situation where an offer is made to the public at large, it is known as a general offer. In such cases, the offer is accepted when the person to whom the offer is made performs the act specified in the offer. However, for a valid acceptance, the offeree must have knowledge of the offer at the time of performing the act.

Now, in the given scenario, a similar situation arises where A makes a general offer to the public at large to find his missing nephew. The servant, who is unaware of the offer, finds the missing boy. The question is whether the servant is entitled to the reward or not.

Please generate a context based on the question and the option to answer the question correctly.",A) Lalman Shukla v. Gauri Dutt,A
5,51,"A debtor owes several distinct debts to the same creditor and he makes a payment which is insufficient to satisfy all the debts. In such a case, a question arises as to which particular debt the payment is to be appropriated. Which sections of the Contract Act provide an answer to this question?","A) Section 59 to 61 
 B) Section 22 of 31 
 C) Section 10 to 12 
 D) Section 55 to 60"," This concept is specifically addressed in the Indian Contract Act, 1872. Let's consider a scenario where Ramesh, a businessman, has three distinct debts to the tune of ₹10,00,000, ₹5,00,000, and ₹3,00,000 to his creditor, Rohan. Ramesh makes a payment of ₹8,00,000 to Rohan, but does not specify which debt this payment is meant to settle. In such a situation, the question arises as to which debt this payment should be appropriated to. The Indian Contract Act provides a framework to resolve this ambiguity, and the relevant sections of the Act come into play to determine the appropriation of the payment made by Ramesh. The Act lays down specific rules to guide the creditor and the debtor in such situations, ensuring clarity and fairness in the process of debt settlement.",A) Section 59 to 61,A
5,52,"What property cannot be transferred under S.6 of Transfer of Property Act, 1882","A) An easement apart from the dominant heritage 
 B) An interest in property restricted in its enjoyment to the owner personally 
 C) A right to future maintenance, in whatsoever manner arising, secured or determined. 
 D) All of the above"," 

Context: 

The Transfer of Property Act, 1882 is a comprehensive law that deals with the transfer of immovable property in India. Under this act, property can be transferred through various means like sale, gift, mortgage, lease, etc. However, there are certain exceptions to this general rule. 

Section 6 of the Transfer of Property Act, 1882 specifically deals with the properties that cannot be transferred. It is essential to understand the scope of this section to determine the properties that are exempt from transfer. 

In this context, it is crucial to analyze the options provided to identify the properties that cannot be transferred under S.6 of the Transfer of Property Act, 1882. 

One can consider a situation where an individual has an easement, which is a right to use someone else's property for a specific purpose. The question arises, can this easement be transferred to another person? 

Another scenario can be where a person has an interest in a property, but this interest is restricted to the owner personally. For instance, a person has a right to occupy a house only for their lifetime. Can this right be transferred to someone else? 

Furthermore, a right to future maintenance can be secured or determined in various ways. Can such a right be transferred? 

By analyzing these scenarios and the options provided, one can determine the property that cannot be transferred under S.6 of the Transfer of Property Act, 1882.",D),D
5,53,"A transfers property of which he is the owner to B in trust for A and his intended wife successively for their lives, and, after the death of the survivor, for the eldest son of the intended marriage for life, and after his death for A's second son. Can the interest so created for the benefit of the eldest son take effect?","A) Yes 
 B) No 
 C) It is a valid transfer 
 D) None of the above Set-A","

Context:
In India, the concept of trust is governed by the Indian Trusts Act, 1882. A trust is created when a person, known as the settlor, transfers property to another person, known as the trustee, with the intention of benefiting a third person, known as the beneficiary. The settlor, in this case, is A, who transfers the property to B in trust. The beneficiaries are A and his intended wife, and after their death, the eldest son of the intended marriage and then A's second son.

The Indian Trusts Act, 1882, provides that a trust can be created for the benefit of a person who is not in existence at the time of the creation of the trust, but such a trust can only take effect if it is created for the benefit of a person who is born within a certain time frame, known as the ""lives in being plus 21 years"" rule. This rule is based on the principle that a trust cannot be created for an uncertain or unborn person, and it must be possible to identify the beneficiary with certainty within a reasonable time frame.

In this case, the interest created for the benefit of the eldest son of the intended marriage is contingent upon the marriage taking place and the son being born. The question is whether such an interest can take effect, considering the rules of the Indian Trusts Act, 1882.",B) No,B
5,54,"The commencement of arbitral proceedings is not dependant on interim relief being allowed or denied under S.9 of the Arbitration and Conciliation Act, 1996. Supreme Court in which case held so","A) Firm Ashok Traders &another V. Gurumukh Das Saluja&others 
 B) M.M.T.C Ltd. v. Sterile Industries (India) Ltd. 
 C) National Thermal Power Corporation v. Flowmore (P.) Ltd. 
 D) Magma Leasing Ltd. v. NEPC Micon Ltd.","

Context:
The Arbitration and Conciliation Act, 1996, provides for the resolution of disputes through arbitration. Under Section 9 of the Act, a party can approach the court for interim relief before the commencement of arbitral proceedings. However, a question arose as to whether the commencement of arbitral proceedings is dependent on the grant or refusal of such interim relief. The Supreme Court had to address this issue in a landmark case where it clarified that the commencement of arbitral proceedings is not dependent on the outcome of the application for interim relief under Section 9 of the Act. This ruling has significant implications for parties seeking to resolve disputes through arbitration.",A) Firm Ashok Traders &another V. Gurumukh Das Saluja&others,A
5,55,"Which provision of Hindu Marriage Act, 1955 deals with conciliation","A) S.23 
 B) S.23(2) 
 C) S.23(3) 
 D) S.22"," The Act provides for the conditions of a valid marriage, grounds for divorce, and the procedure for obtaining a decree of divorce. The Act also emphasizes the importance of reconciliation and conciliation in resolving marital disputes.

Section 23 of the Act is a crucial provision that deals with the reconciliation of the parties before the court passes a decree of divorce. This section is based on the principle that the court should make every effort to reconcile the parties and save the marriage before granting a decree of divorce.

The court, in its discretion, may adjourn the proceedings for a reasonable period not exceeding fifteen days, and during this period, it may make an effort to reconcile the parties. The court may also, at any stage of the proceedings, refer the matter to a conciliation officer or any other person nominated by it. The conciliation officer or the nominated person shall then try to bring about a reconciliation between the parties.

The provision of conciliation is an essential aspect of the Act, as it provides an opportunity for the parties to resolve their differences amicably and save their marriage. This approach not only helps in preserving the institution of marriage but also promotes social harmony and stability.",C) S.23(3),B
5,56,"Which section under the Civil Procedure Code, 1908 deals with the settlement of disputes outside the court","A) S.98 
 B) S.99 
 C) S.89 
 D) S.88","

Context: In a suit, the parties may agree to settle their disputes through alternative dispute resolution methods. This method is often encouraged by the courts as it helps to reduce the burden of pending cases and also saves time and money for the parties involved. According to the Civil Procedure Code, 1908, there is a specific section that deals with the settlement of disputes outside the court. This section provides for the power of the court to facilitate the settlement of disputes through alternative dispute resolution methods like arbitration, conciliation, mediation, etc. The section also provides for the procedure to be followed by the court in this regard. The section is an important provision in the Code of Civil Procedure as it promotes the settlement of disputes through alternative methods, thereby reducing the workload of the courts. 

Now, you can answer the question correctly based on the context generated.",C) S.89,C
5,57,Equal pay for Equal work-can be enforced through,"A) Art.39 
 B) Art 14 and 16 
 C) Art.311 
 D) Art.309"," In India, the Constitution has enshrined this principle in various provisions. Article 39 of the Directive Principles of State Policy, for instance, directs the State to ensure that citizens have an adequate means of livelihood and that there is equal pay for equal work for both men and women. This provision, although non-justiciable, serves as a guiding principle for the State in formulating policies and laws. 

However, the right to equal pay for equal work can be enforced through other constitutional provisions. For instance, Article 14 of the Constitution guarantees equality before the law and equal protection of the laws, which includes the right to equal pay for equal work. Similarly, Article 16, which deals with equality of opportunity in matters of public employment, also implies the right to equal pay for equal work. 

In addition, there are other constitutional provisions that can be invoked to enforce the right to equal pay for equal work. The Supreme Court has also played a crucial role in upholding this right through various judgments. 

Therefore, the right to equal pay for equal work is an essential aspect of social justice and can be enforced through a combination of constitutional provisions and judicial activism.",B) Art 14 and 16,B
5,58,The executive power of every State shall be so exercised as to ensure compliance with the laws made by Parliament and any existing laws -mentioned under,"A) Art.352 
 B) Art.256 
 C) Art.254 
 D) Art.301"," 

Context:

In the Indian constitutional framework, the distribution of power between the Centre and the States is a crucial aspect. The Constitution has laid down guidelines to ensure that the States do not encroach upon the legislative domain of the Parliament. One such provision ensures that the executive power of every State is exercised in a manner that conforms to the laws made by Parliament as well as the existing laws mentioned in the Constitution. This provision is enshrined in Article 256 of the Constitution, which states that ""the executive power of every State shall be so exercised as not to impede or prejudice the exercise of the executive power of the Union, and to ensure compliance with the laws made by Parliament and any existing laws which apply in that State."" This provision is essential to maintain the federal structure of the country and ensures that the States do not undermine the authority of the Parliament.",B) Art.256,B
5,59,Justice Ramanandan Committee relates to,"A) Union State relations 
 B) Creamy layer 
 C) Finance Commission 
 D) Elections","

Context:

In India, the concept of creamy layer was introduced in the 1990s to exclude the affluent and influential sections within the Other Backward Classes (OBCs) from availing the benefits of reservation. The creamy layer, thus, refers to the relatively better-off members of the OBCs who do not require reservation benefits. To address the issue of creamy layer, the Government of India appointed a committee under the chairmanship of Justice Ramanandan, a retired judge of the Kerala High Court. The committee was tasked with identifying the criteria to exclude the creamy layer from availing the benefits of reservation. The committee submitted its report, which was later accepted by the Government of India. The report provided guidelines for identifying the creamy layer, including income, occupation, and other socio-economic indicators. The implementation of the creamy layer criteria has been a subject of debate, with some arguing that it has helped to ensure that the benefits of reservation reach the truly deserving sections of the OBCs, while others contend that it has created difficulties in implementing the reservation policy. The concept of creamy layer continues to be an important aspect of India's reservation policy.",B) Creamy layer,B
5,60,Original Jurisdiction of the Supreme Court is dealt under,"A) Art.226 
 B) Art. 130 
 C) Art. 131 
 D) Art. 124"," The original jurisdiction of the Supreme Court is a vital aspect of its powers, as it allows the court to hear certain cases directly, without the need for them to be appealed from lower courts. This jurisdiction is specifically provided for in the Constitution of India, which outlines the Supreme Court's authority to hear disputes between the Centre and one or more States, or between two or more States. This provision is essential in maintaining the federal structure of the country and ensuring that disputes between states are resolved in a timely and effective manner. Under this jurisdiction, the Supreme Court has the power to decide on matters related to the interpretation of the Constitution and the laws of the land.",C) Art. 131,C
5,61,Laws declared by the Supreme court shall be binding on all courts - mentioned under,"A) Art.142 
 B) Art. 143 
 C) Art. 136 
 D) Art. 141","
     4. Use simple and easy to understand language.

Context: 

In the Indian Constitution, the Supreme Court is the highest judicial body that interprets the laws of the land. It has the power to declare laws and its decisions are considered as the law of the land. In this context, Article 141 of the Indian Constitution is significant as it deals with the enforcement of laws declared by the Supreme Court. 

According to Article 141, the law declared by the Supreme Court shall be binding on all courts within the territory of India. This means that once the Supreme Court has interpreted a law or declared a particular provision as unconstitutional, all lower courts in India are bound to follow that decision. This provision ensures that there is uniformity in the application of laws across the country and prevents conflicting decisions from different courts. 

Furthermore, Article 141 reinforces the principle of judicial precedent, where the decisions of higher courts are considered as binding on lower courts. This provision also highlights the importance of the Supreme Court as the guardian of the Constitution and ensures that the laws are interpreted in a manner that is consistent with the Constitution. 

In essence, Article 141 emphasizes the supremacy of the Supreme Court and its decisions, and ensures that the laws are applied uniformly across the country. It is an essential provision that maintains the integrity of the Indian judicial system.",D) Art. 141,D
5,62,According to the theory of 'social utilitarianism' as propounded by Ihering,"A) greatest number of people should get greatest pleasure 
 B) the essential body of legal rules is always based upon the social ""facts"" of law 
 C) a balance is to be struck between the competing interests in society 
 D) law is a means to social ends Set-A","

Context: 
In the 19th century, German jurist Rudolf von Ihering developed the concept of social utilitarianism, which focuses on the idea that law should serve the greatest good of society. According to Ihering, the primary purpose of law is to promote the common good and ensure social welfare. In this context, Ihering's theory emphasizes the importance of balancing individual interests with the greater good of society. This approach recognizes that individual interests often conflict, and therefore, the law must strike a balance between these competing interests to achieve the maximum benefit for society as a whole.",D) law is a means to social ends,D
5,63,Obstructing Public Servant in discharge of his public functions is a,"A) nonbailable offence 
 B) bailable offence 
 C) civil wrong 
 D) none of the above","

Context: 

In a small town, a group of protesters were demonstrating against the proposed construction of a new highway that would pass through their locality. They claimed that it would lead to environmental degradation and displacement of several families. During the protest, they blocked the road and refused to let the government officials, who were accompanied by police, to pass through. The officials were on their way to conduct a site inspection for the proposed highway project. The protesters, led by a local leader, insisted that they would not allow the officials to proceed until their demands were met. The police tried to negotiate with the protesters, but they refused to budge. The situation turned tense, and the police had to use mild force to disperse the crowd. The local leader and several protesters were arrested and taken into custody. 

(Note: You can modify the context if you want, but it should lead to the correct answer)",A) nonbailable offence,B
5,64,Compensation to Victims of Crime under Criminal Law relates to,"A) . S.336 
 B) S.331 
 C) S.335 
 D) S.357","

Context: 

In the Indian criminal justice system, the victim of a crime often suffers not only physical harm but also emotional trauma and financial loss. To provide relief to such victims, the Code of Criminal Procedure, 1973, provides for the payment of compensation. This provision is incorporated in the CrPC to ensure that the victims of crime receive fair and reasonable compensation for the harm suffered by them. This provision is often invoked in cases where the accused is convicted and the victim has suffered substantial loss. The provision empowers the court to direct the accused to pay compensation to the victim. The amount of compensation is determined by the court, taking into account the nature of the crime, the severity of the injury, and the loss suffered by the victim. This provision is an important step towards providing justice to the victims of crime and ensuring that they are not left to suffer without any compensation for the harm caused to them. The relevant section of the CrPC deals with the power of the court to award compensation to the victims of crime and is an essential tool for providing relief to those who have suffered at the hands of criminals.",D) D.357,D
5,65,What persons may be charged jointly and tried together under S.223 of Cr.PC,"A) persons accused of the same offence committed in the course of the same transaction 
 B) persons accused of an offence and persons accused of abetment of or attempt to commit such offence 
 C) persons accused of different offences committed in the course of the same transaction 
 D) all the above.","

Context: 

In a recent incident, Rohan, a young businessman, was accused of cheating multiple investors by promising them high returns on their investments. The investigation revealed that Rohan had committed the offences in connivance with his business partner, Aman, who was responsible for convincing the investors to put in their money. Further, it was found that Rohan's wife, Priya, was also involved in the scam as she had helped in laundering the money. 

In another instance, a group of five friends - Ankur, Brijesh, Chirag, Dinesh and Ekta - were accused of robbing a jewellery shop. The investigation revealed that Ankur and Brijesh were the ones who had entered the shop and stolen the valuables, while Chirag, Dinesh and Ekta had provided them logistic support and helped them in selling the stolen goods.

In yet another case, a person named Gaurav was accused of murdering his business rival, Rajesh. The investigation revealed that Gaurav had hired a contract killer, Suresh, to commit the murder. Suresh, in turn, had hired two other persons, Tanmay and Ujjwal, to assist him in the crime.

In all these cases, the question arises as to who can be charged jointly and tried together under the provisions of the Code of Criminal Procedure (Cr.PC). 

Now, you can answer the question correctly based on the context provided.",D),D
5,66,"""Contravention of contract labour Act would not create employment relationship between contract labour and principal establishment."" It was so held in which case","A) SAIL vs. National Union Water front Workers 
 B) Air India Statutory Corporation vs. United Labour Union & Ors 
 C) Bangalore Water Supply and Sewerage Board vs. A.Rajappa 
 D) State of U.P vs. Jai Bir Singh","

Here is the generated context:

In the Indian legal framework, the Contract Labour (Regulation and Abolition) Act, 1970, plays a crucial role in regulating the employment of contract labour in various establishments. The Act aims to prevent exploitation of contract labour and provides for their welfare. However, a question often arises as to whether contravention of the Act would lead to the creation of an employment relationship between the contract labour and the principal establishment. 

In a landmark judgment, the Supreme Court of India addressed this issue. The court was presented with a case where the contract labourers claimed that they were entitled to the benefits of being regular employees of the principal establishment, as the contractor had failed to comply with the provisions of the Contract Labour Act. The labourers contended that the principal establishment was liable for their welfare and benefits. The court had to decide whether the contravention of the Act would create an employment relationship between the contract labour and the principal establishment. The court's decision in this case has had significant implications for the interpretation of the Contract Labour Act and the rights of contract labourers in India. 

Now, the question is, in which case did the Supreme Court hold that contravention of the Contract Labour Act would not create an employment relationship between contract labour and principal establishment?",C) Bangalore Water Supply and Sewerage Board vs. A.Rajappa,A
5,67,"The Principal regulator envisaged under the Trade Unions Act, 1926","A) Regulator of trade unions 
 B) Inspector of trade unions 
 C) Registrar of trade unions 
 D) Industrial relations committee ВСІ"," The Act aimed to provide for the registration of trade unions, their rights and liabilities, and the duties of their officials. Under the Act, a key authority is responsible for overseeing the registration, regulation, and management of trade unions. This authority is entrusted with the power to register trade unions, scrutinize their accounts, and ensure compliance with the provisions of the Act. The authority is also responsible for resolving disputes between trade unions and employers, and for promoting industrial harmony. In performing its functions, the authority is required to maintain a register of trade unions, which contains details such as the name, address, and objectives of the union. The authority is also empowered to cancel the registration of a trade union if it fails to comply with the provisions of the Act.",C) Registrar of trade unions,C
5,68,"A teacher is not a workman falling under the category of Workman under Industrial Disputes Act, 1947.This was upheld in which case","A) Miss A. Sundarambal v. Government Of Goa, Daman And Diu & others 
 B) Ahmedabad Pvt. Primary Teachers' Association v. Administrative Officer And Ors 
 C) University of Delhi v. Ramnath 
 D) Secretary, Madras Gymkhana Club Employees Union v. Management Of The Gymkhana"," However, the Act does not explicitly define the term 'industry'. The definition of 'industry' has been interpreted by the judiciary in various cases. One such case involved a teacher who was employed in an educational institution and claimed to be a workman under the Act. The court in this case had to decide whether a teacher can be considered a workman under the Industrial Disputes Act, 1947. The court's decision in this case has been a significant precedent in determining the scope of the term 'industry' and 'workman' under the Act.",B) Ahmedabad Pvt. Primary Teachers' Association v. Administrative Officer And Ors,A
5,69,The type of disablement envisaged under the Employees Compensation Act that reduces the capacity to work in any employment similar to that the worker was performing at the time of the accident is referred to as,"A) Permanent partial disablement 
 B) Permanent total disablement 
 C) Temporary disablement 
 D) Temporary total disablement","

Context:

In accordance with the provisions of the Employees Compensation Act, an employee who suffers an employment injury, which results in disablement, is entitled to receive compensation. The Act categorizes disablement into different types, which are crucial in determining the amount of compensation payable to the injured employee. One such type of disablement is that which impairs the worker's ability to perform tasks similar to those they were doing at the time of the accident. This type of disablement has a direct impact on the worker's earning capacity and, consequently, their overall quality of life. The Act recognizes the significance of this type of disablement and provides specific provisions for its assessment and compensation. As per the Act, the employer's liability to pay compensation arises when the employee suffers this type of disablement, which is a critical factor in determining the amount of compensation payable. In such cases, the employer is required to compensate the employee for the loss of earning capacity resulting from the disablement. The Act's provisions are designed to ensure that employees who suffer from this type of disablement receive fair and adequate compensation to mitigate the impact of the injury on their livelihood.",B) Permanent total disablement,A
5,70,The contribution payable under the ESI Act in respect of an employee shall comprise of,"A) contribution payable by the employer only 
 B) contribution payable by the employee only 
 C) contribution payable by government only 
 D) contribution payable by employer and employee"," The Act is applicable to all factories and establishments with 10 or more employees. The ESI scheme is a self-financing social security and health insurance scheme for Indian workers. As per the Act, the contribution towards the ESI scheme is to be made by both the employer and the employee. The employer's contribution is 4.75% of the wages payable to an employee, whereas the employee's contribution is 1.75% of the wages payable to an employee. 

Please provide the correct option based on the context. 

Correct Option: D) contribution payable by employer and employee",D,D
5,71,"Which provision under the Industrial Disputes Act, 1947 guarantees the right of workmen laid -off to claim for compensation","A) S.25-0 Set-A 
 B) S.26 
 C) S.25-C 
 D) S.25-M","

Context:
The Industrial Disputes Act, 1947 is a comprehensive legislation that deals with the resolution of industrial disputes and provides for the welfare of workers. In the event of a lay-off, the Act provides certain safeguards to the workmen. One of the key provisions in this regard is related to compensation. According to this provision, workmen who are laid off are entitled to claim compensation from their employer. This provision is crucial in ensuring that workmen are not left without a means of livelihood in the event of a lay-off. The provision is particularly relevant in cases where the lay-off is due to reasons beyond the control of the workmen. It is essential to identify the correct provision under the Act that guarantees the right of workmen laid-off to claim compensation. This provision is a vital aspect of the Act and plays a significant role in protecting the interests of workmen.",C) S.25-C,C
5,72,Natural law is the idea that,"A) there are rational objective limits to the power of legislative rulers. 
 B) there are no limits to the power of legislative rulers. 
 C) there are limits to the power of the executive laid by the legislature. 
 D) Law is the command of the sovereign","

Context: 

Natural law is a philosophical concept that has its roots in ancient Greece and Rome. It is based on the idea that there are certain universal principles and norms that are inherent to human nature and are therefore applicable to all human beings, regardless of their cultural, geographical, or historical context. These principles are considered to be objective, rational, and eternal, and are believed to be the foundation of all human laws and moral codes.

In the context of governance, natural law is often seen as a check on the power of rulers, ensuring that their decisions and actions are in line with the universal principles of justice, morality, and human dignity. This means that even the most powerful rulers are not above the law, and that their authority is limited by the principles of natural law.

Throughout history, natural law has influenced the development of various legal systems, including the Roman Law, the English Common Law, and the Indian Constitution. Many prominent thinkers and philosophers, such as Aristotle, Cicero, and John Locke, have contributed to the evolution of natural law theory.

One of the core principles of natural law is that it is based on reason and morality, rather than on the arbitrary will of a ruler or a group of people. This means that natural law is not derived from human authority, but rather from the natural order of things, which is considered to be objective and universal. As such, natural law is seen as a higher authority than human law, and is often used as a standard against which human laws are measured.",A),A
5,73,H. L. A. Hart's name is associated with the book,"A) Province and Function of law 
 B) The Concept of Law 
 C) Social Dimensions of law 
 D) Theories of Social Change"," PROVIDE THE CONTEXT IN A WAY THAT IT SEEMS LIKE YOU ARE EXPLAINING THE CONCEPT TO THE STUDENT.

In the context of legal philosophy, there are several influential thinkers who have shaped our understanding of law and its functions. One such prominent philosopher is H.L.A. Hart, a British philosopher who made significant contributions to the field of jurisprudence. His work focuses on the nature of law, its relationship with morality, and the role of judges in the legal system.

Hart's work is particularly notable for its emphasis on the distinction between primary and secondary rules. Primary rules, according to Hart, are those that govern the behavior of citizens, while secondary rules are those that govern the creation, modification, and adjudication of primary rules. This distinction has far-reaching implications for our understanding of the legal system and the role of judges within it.

Hart's ideas have had a profound impact on legal philosophy, and his work continues to be widely studied and debated. In fact, one of his books is considered a seminal work in the field of jurisprudence, and its influence can still be seen in contemporary legal thought. This book has been instrumental in shaping the way we think about law, morality, and the role of judges in the legal system.

Can you guess which book is being referred to here?",B) The Concept of Law,B
5,74,"Section 9 of the Hindu Marriage Act, 1955 deals with","A) Restitution of Conjugal Rights 
 B) Void Marriages 
 C) Judicial Separation 
 D) Grounds of Divorce"," The Act provides for the conditions for a valid marriage, grounds for divorce, and the rights and duties of spouses. One of the essential rights of spouses is the right to the company of each other, which is known as conjugal rights. In cases where one spouse withdraws from the society of the other, the aggrieved spouse can seek a legal remedy. The Hindu Marriage Act, 1955, provides for such a remedy, which is essential to maintain the sanctity of marriage. This remedy is enshrined in a specific section of the Act, which deals with the restitution of a vital aspect of married life.",A) Restitution of Conjugal Rights,A
5,75,Daughter is equated with the son with reference to joint family property under,"A) Hindu Succession Amendment Act 2002 
 B) Hindu Succession Amendment Act 1976 
 C) Hindu Succession Amendment Act 1978 
 D) Hindu Succession Amendment Act 2005"," It introduced a system of succession based on class I heirs, which includes the widow, son, daughter, mother, and other relatives of the deceased. However, the act was criticized for its gender bias and discriminatory provisions towards daughters. For instance, the act did not give daughters equal rights in the ancestral property, and they could not inherit the property in the same manner as sons. This anomaly was addressed by an amendment to the act, which was passed in a particular year. The amendment aimed to remove the gender bias and ensure equal rights for daughters in the joint family property.

Now, generate the context for the above question:

Context: 
______________________________________________________________________________________",A,D
5,76,Mubara'at under Muslim law refers to,"A) Divorce at the instance of Wife 
 B) Cruelty 
 C) Dissolution of marriage with mutual consent 
 D) Ila","

Context:
In Muslim law, marriage is considered a civil contract between two parties. Like any other contract, it can be dissolved with the mutual consent of both parties. The dissolution of marriage, in this case, is known as Khula. However, there is another form of dissolution of marriage, which is similar to Khula but initiated by both the husband and wife jointly. This form of dissolution is known as Mubara'at. In this form, the husband and wife, by mutual consent, agree to dissolve their marriage. The essential feature of Mubara'at is that both parties must be willing to dissolve the marriage and there should be no coercion or undue influence on either side. The reason for seeking Mubara'at can be anything, including incompatibility, lack of understanding, or any other reason that makes their living together impossible. 

This context can be used to answer the question correctly.",C) Dissolution of marriage with mutual consent,C
