exam_number,question_number,question_text,options,context,generated_answer,actual_answer
12,84,"According to clauses (i), (ii) and (iii) of section 145 of the code of civil Procedure a surety:","A) May render himself personally liable 
 B) He may only give a change upon his property 
 C) He may undertake a personal liability and charge his property as further charge 
 D) All of these","In the Indian legal system, the Code of Civil Procedure (CPC) plays a vital role in governing the procedure of civil courts in India. One of the crucial aspects of civil procedure is the concept of sureties, which are individuals who guarantee the performance of a duty or obligation by another person. 

Section 145 of the CPC deals with the concept of sureties and their liabilities. Specifically, clauses (i), (ii), and (iii) of this section outline the different ways in which a surety can be held liable. 

When a person acts as a surety, they are essentially providing a guarantee that the principal debtor will fulfill their obligations. But what happens if the principal debtor defaults? In such cases, the surety may be held liable to pay the debt or perform the obligation. 

The question arises as to what extent the surety's liability extends. Can they be held personally liable, or can they limit their liability to a specific property? Do they have the option to undertake a personal liability and also charge their property as a further guarantee? 

Understanding the provisions of Section 145 of the CPC, particularly clauses (i), (ii), and (iii), is essential to determine the extent of a surety's liability and the options available to them.", C,D
12,85,Section 49 of Factories Act 1947 explains about,"A) Canteen 
 B) Creche 
 C) Welfare officer 
 D) Rest room","In India, the Factories Act 1947 is a comprehensive legislation that regulates the working conditions and safety of workers in factories. The Act aims to ensure that factories provide a safe and healthy environment for their employees. One of the key aspects of the Act is the provision of amenities and facilities to workers.

Under the Act, factories are required to provide certain facilities to their employees, including those related to their health, safety, and welfare. These facilities are essential to ensure that workers are able to perform their duties efficiently and effectively.

One such facility that factories are required to provide is related to the care and well-being of workers. This facility is particularly important for workers who have family responsibilities, as it enables them to balance their work and family life. The provision of this facility is mandatory for factories that employ a certain number of workers.

Another facility that factories are required to provide is related to the rest and relaxation of workers. This facility is essential to ensure that workers are able to take breaks and rest during their working hours, which is critical for their health and productivity. The provision of this facility is also mandatory for factories that meet certain criteria.

In addition to these facilities, factories are also required to appoint certain officials who are responsible for ensuring the welfare and safety of workers. These officials play a critical role in implementing the provisions of the Act and ensuring that factories comply with the law.

Given these provisions, it is clear that the Factories Act 1947 places a strong emphasis on the welfare and safety of workers. By providing certain facilities and amenities, factories can ensure that their employees are able to work in a safe and healthy environment, which is critical for their well-being and productivity.", C,C
12,86,"The word ""case"" used in Section. 115 of the code of civil Procedure is of wide import and","A) It means any state of facts juridically considered 
 B) It includes civil proceeding other suits and is not restricted to anything contained in the section to the entirety of the proceeding in a civil court 
 C) Both (A) and (B) 
 D) None of these","In the Indian legal system, the Code of Civil Procedure (CPC) is a comprehensive legislation that governs the procedure to be followed in civil courts. Section 115 of the CPC deals with the revisional powers of the High Court, which allows it to call for the record of any case and pass orders thereon. The term ""case"" is a crucial aspect of this section, as it determines the scope of the High Court's revisional jurisdiction.

In this context, it is essential to understand the meaning and scope of the term ""case"" as used in Section 115 of the CPC. The question arises whether the term ""case"" refers to a specific stage of a proceeding or encompasses the entire proceeding in a civil court. Furthermore, it is also important to consider whether the term ""case"" includes civil proceedings other than suits.

By examining the language and intent of Section 115, as well as relevant judicial pronouncements and legal commentaries, one can arrive at a conclusion about the meaning and scope of the term ""case"" in this context.", C,B
12,87,"""A"" finds a purse with money not knowing to whom it belongs, he afterwards discovers that it belongs to ""B"" and appropriates to his own use.""A"" is guilty of","A) Criminal breach of trust 
 B) Cheating 
 C) Criminal misappropriation 
 D) Theft","In India, the Indian Penal Code (IPC) governs criminal offenses, including those related to property and trust. Section 405 of the IPC defines criminal breach of trust, which occurs when a person entrusted with property or dominion over it dishonestly misappropriates or converts it to their own use. 

On the other hand, Section 415 of the IPC defines cheating, which involves dishonestly inducing a person to deliver any property or to consent to alter the disposition of any valuable security. 

Criminal misappropriation, as per Section 403 of the IPC, takes place when a person dishonestly misappropriates or converts to their own use any movable property. 

Lastly, Section 378 of the IPC defines theft, which involves dishonestly taking and carrying away movable property with the intention of permanently depriving the owner of it.

In the given scenario, ""A"" initially finds a purse with money without knowing its owner. Later, ""A"" discovers that the purse belongs to ""B"" and decides to appropriate it to their own use. 

Considering the definitions and provisions mentioned above, which offense do you think ""A"" is guilty of?", C,C
12,88,"The word ""is not possessed of sufficient means "" in Order 33 Rule 1 refer :","A) To dower debt due by the petitioner's husband 
 B) To property over which petitioner has actual control 
 C) To sufficient property and excludes sole means livelihoods 
 D) None of these","In India, the Code of Civil Procedure, 1908 (CPC) provides for a mechanism to enable paupers to institute suits without paying the requisite court fees. Order 33 of the CPC deals with ""Suits by Indigent Persons"" and outlines the procedures for filing such suits.

Rule 1 of Order 33 states that a person who is not possessed of sufficient means to pay the court fees required for the institution of a suit may file an application to the court seeking permission to sue as an indigent person. The application must be accompanied by an affidavit stating the facts which show that the applicant is not possessed of sufficient means.

In this context, the phrase ""is not possessed of sufficient means"" becomes crucial in determining whether an individual qualifies to file a suit as an indigent person. The question arises as to what exactly constitutes ""sufficient means"" and how it relates to the petitioner's property, debts, and livelihood.

Now, considering the options provided, which one correctly interprets the phrase ""is not possessed of sufficient means"" in the context of Order 33 Rule 1?", C,D
12,89,Section 22 B of Legal Services Authority Act empower the central and state Authorities to,"A) Abolish Lok Adalat 
 B) Works of Lok Adalat 
 C) Powers of Lok Adalat or permanent Lok Adalat 
 D) None of the above","The Legal Services Authorities Act, 1987, is a landmark legislation that aims to provide free and competent legal services to the weaker sections of society. The Act establishes a network of legal services authorities at the national, state, and district levels to ensure that legal aid reaches those who need it most. One of the key features of the Act is the establishment of Lok Adalats, which are alternative dispute resolution mechanisms that aim to settle disputes through conciliation and compromise.

Lok Adalats, also known as ""People's Courts,"" have been instrumental in reducing the burden on the traditional court system and providing speedy justice to litigants. These Adalats are presided over by a serving or retired judicial officer, and their decisions are binding on the parties. The Legal Services Authorities Act empowers the central and state authorities to oversee the functioning of Lok Adalats and ensure their effective functioning.

In this context, it is essential to understand the role of Section 22B of the Legal Services Authorities Act, which deals with the powers and functions of the central and state authorities in relation to Lok Adalats. This section is crucial in determining the scope of authority and jurisdiction of these bodies in the context of Lok Adalats.

Now, let's examine the options provided and see which one best fits the context...", C,D
12,90,Indian Evidence Act was enacted in,"A) 1972 
 B) 1872 
 C) 1955 
 D) 1986","The Indian legal system has its roots in the British colonial era, when the British East India Company established its presence in India. As the British Empire expanded its territories in India, the need for a codified law of evidence became increasingly important. In the mid-19th century, the British government in India recognized the necessity of having a comprehensive legislation that would govern the admissibility and relevance of evidence in Indian courts.

During this period, the British government in India was actively engaged in codifying various aspects of Indian law, including contract law, criminal procedure, and civil procedure. In this context, a comprehensive legislation on evidence was long overdue.

In the year _______, the Indian Evidence Act was enacted, which marked a significant milestone in the development of Indian law. This Act has since become a cornerstone of the Indian legal system, governing the rules of evidence in all Indian courts.

Now, considering the options provided, which year do you think is the correct answer?", B,B
12,91,Which is the correct state statement with regard to the professional ethics of a lawyer,"A) Lawyers have no right to go on strike or give a call for boycott 
 B) An advocate shall not influence the decision of a court by any illegal or improper means 
 C) An advocate abusing the process of the court is guilty and misconduct 
 D) All of the above","As a lawyer, it is essential to uphold the highest standards of professional ethics and conduct. The Bar Council of India, a statutory body established under the Advocates Act, 1961, has laid down certain rules and guidelines that lawyers must adhere to. These rules are aimed at maintaining the dignity and integrity of the legal profession.

One of the fundamental principles of professional ethics is that lawyers must not engage in any activity that may undermine the administration of justice. This includes refraining from any behavior that may influence the decision of a court in an unfair or improper manner.

Additionally, lawyers have a duty to respect the process of the court and not abuse it for personal gain or to delay proceedings. Any attempt to do so may be considered misconduct and may attract disciplinary action.

Furthermore, lawyers are expected to maintain a certain level of decorum and dignity in their professional dealings. This includes avoiding any behavior that may bring disrepute to the profession, such as engaging in strikes or boycotts that may disrupt the functioning of the judiciary.

By adhering to these principles, lawyers can maintain the trust and confidence of their clients and the public at large, and uphold the integrity of the legal profession.

Now, based on this context, which option do you think is the correct statement with regard to the professional ethics of a lawyer?", B,D
12,92,Droite Administration is a system of administration,"A) French system 
 B) British system 
 C) American System 
 D) Irish System","In the realm of administrative law, the concept of Droite Administration has its roots in European legal traditions. This system of administration is characterized by a strong emphasis on the rule of law, where administrative actions are subject to judicial review and must conform to established legal principles. In this system, administrative authorities are bound by legal norms and procedures, ensuring that their decisions are fair, reasonable, and transparent.

Historically, this system of administration emerged as a response to the arbitrary exercise of power by monarchs and other authoritarian rulers. By establishing a framework of legal rules and procedures, Droite Administration aimed to promote accountability, transparency, and fairness in administrative decision-making.

Some countries have adopted this system of administration, which has had a significant impact on their legal and political landscape. For instance, in one country, the concept of Droite Administration has influenced the development of administrative law, leading to the establishment of specialized courts and tribunals to review administrative decisions.

Now, considering the options provided, which system of administration does Droite Administration most closely resemble?", B,A
12,93,Which Act is covering the Cyber crimes,"A) Indian Telecommunication Act 
 B) Indian Penal Code 
 C) Indian Evidence Act 
 D) Information Technology Act","In today's digital age, the rapid growth of the internet and technology has led to a significant increase in cybercrimes, such as hacking, phishing, and identity theft. These crimes have serious consequences, including financial losses, reputational damage, and even national security threats. To combat these crimes, the Indian government recognized the need for a comprehensive legislation that would provide a framework for prevention, investigation, and prosecution of cybercrimes.

In the past, the Indian Penal Code (IPC) and the Indian Evidence Act (IEA) were used to deal with cybercrimes, but they were found to be inadequate to address the complexities of these crimes. The IPC, which was enacted in 1860, primarily deals with traditional crimes such as murder, theft, and fraud, and does not specifically address cybercrimes. Similarly, the IEA, which was enacted in 1872, primarily deals with the admissibility of evidence in courts and does not provide specific provisions for cybercrimes.

The Indian Telecommunication Act, which was enacted in 1885, primarily deals with the regulation of telecommunication services and does not specifically address cybercrimes. While it does provide some provisions for punishment of certain cyber-related offenses, it is not a comprehensive legislation for dealing with cybercrimes.

In light of these limitations, the Indian government enacted a special legislation to deal with cybercrimes. This legislation provides a comprehensive framework for prevention, investigation, and prosecution of cybercrimes, and also provides for punishment of cyber-related offenses.

Which Act is covering the Cyber crimes?

Options: A) Indian Telecommunication Act 
B) Indian Penal Code 
C) Indian Evidence Act 
D) Information Technology Act", D,D
12,94,"In the tort of conspiracy, the purpose combination must be to","A) Violate legal right of the victim 
 B) Cause damage to the victim 
 C) Obtain benefit for the combiners 
 D) Perfect the interest of combiners","In the realm of tort law, the concept of conspiracy is a complex and multifaceted one. When a group of individuals come together with a common purpose, they may be held liable for any harm caused to another person or entity. However, it's essential to understand the nature of this collective action and the intentions behind it.

Consider a scenario where a group of businessmen, rivaling a prominent entrepreneur, conspire to boycott her products and services, thereby causing significant financial losses to her business. In this case, the question arises: what was the primary purpose of their collective action? Was it merely to cause harm to the entrepreneur, or was it to gain an unfair advantage for themselves?

The Indian judiciary has grappled with this issue in various landmark cases, emphasizing the importance of understanding the true nature of the conspiracy. The courts have consistently held that the purpose of the combination is a crucial factor in determining liability.

In this context, it's essential to examine the options carefully and determine which one accurately reflects the purpose of the combination in the tort of conspiracy.", C,A
12,95,Cancellation of instrument is mentioned of in,"A) Section 8-25 of Specific Relief Act 
 B) Section of 26 of Specific Relief Act 
 C) Section 31-33 of specific Relief Act 
 D) Sections 36-42 of Specific Relief Act","In the realm of contract law, there are instances where a party may seek cancellation of an instrument, such as a deed or an agreement, due to various reasons like fraud, misrepresentation, or undue influence. The Specific Relief Act, 1963, being a comprehensive legislation governing contract law in India, provides provisions for cancellation of instruments under certain circumstances.

When a party approaches a court seeking cancellation of an instrument, the court needs to examine the grounds on which such cancellation is sought. The Specific Relief Act lays down specific provisions for cancellation of instruments, including the procedures to be followed and the powers of the court in such matters.

In this context, it is essential to identify the specific sections of the Specific Relief Act that deal with the cancellation of instruments, as these provisions would guide the court's decision-making process in such cases.

Now, considering the options provided, which section(s) of the Specific Relief Act would you think deals with the cancellation of instruments?", C,C
12,97,The Costal Regulation Zone Notification was issued by the Central Government in,"A) 1986 
 B) 1988 
 C) 1991 
 D) 1997","The Coastal Regulation Zone (CRZ) Notification is a crucial regulation aimed at protecting India's coastal environment and conserving its natural resources. The notification was issued by the Central Government under the Environment (Protection) Act, 1986, which was enacted to implement the decisions taken at the United Nations Conference on the Human Environment held in Stockholm in 1972.

The Environment (Protection) Act, 1986, empowers the Central Government to take measures to protect and improve the environment, including the coastal areas. In exercise of these powers, the Central Government issued a notification to regulate activities in the coastal areas, which are ecologically sensitive and vulnerable to environmental degradation.

The notification aims to restrict certain activities, such as construction, mining, and industrial projects, in the coastal areas to prevent pollution and degradation of the environment. It also seeks to promote sustainable development and ensure that the coastal resources are used in a manner that is consistent with the principles of sustainable development.

The year in which the CRZ Notification was issued is significant, as it reflects the growing concern of the Government towards environmental protection and conservation in the late 20th century.

Now, you can choose the correct option based on this context!", C,C
12,98,Who is lawful guardian,"A) A person who in law represents the Minor: 
 B) A person who has been appointed by the court 
 C) A person who has been authorised to represent an unmarried daughter 
 D) All the above","In India, the concept of guardianship is governed by the Guardians and Wards Act, 1890, which is a comprehensive legislation that deals with the appointment, powers, and duties of guardians. According to this Act, a guardian is a person who is responsible for the care and management of the person or property of a minor or an incapacitated individual.

In Indian law, a minor is a person who has not attained the age of 18 years. Until a minor attains majority, they are incapable of entering into a contract or managing their own property. Therefore, it is essential to have a guardian who can represent the minor and make decisions on their behalf.

There are different types of guardians, including natural guardians, testamentary guardians, and guardians appointed by the court. A natural guardian is a person who has a natural right to guardianship, such as a parent or a husband. A testamentary guardian is a person appointed by a will or a testament, while a guardian appointed by the court is a person who is appointed by a court of law to act as a guardian.

In certain situations, a person may be authorized to represent a minor or an incapacitated individual, such as an unmarried daughter. This authorization may be granted by a court or through a power of attorney.

With this context, the correct answer to the question can be determined by analyzing the options provided.", D,D
12,99,Under the Companies Act every person subscribing to the Memorandum of a company must take at least,"A) 100 shares 
 B) 20 shares 
 C) 10 shares 
 D) 1 share","In India, the process of incorporating a company involves several steps, including the preparation and filing of the Memorandum of Association (MOA) and Articles of Association (AOA). The MOA is a document that outlines the company's objectives, scope of operations, and other essential details. One of the key requirements for incorporating a company is that a minimum number of persons, known as subscribers, must sign the MOA and take a certain number of shares in the company.

The Companies Act, 2013, which is the primary legislation governing companies in India, lays down the rules and regulations for company incorporation, including the minimum shareholding requirement for subscribers. According to the Act, every person subscribing to the MOA of a company must take a minimum number of shares to ensure that they have a vested interest in the company's operations.

This minimum shareholding requirement is essential to ensure that the subscribers are committed to the company's objectives and are willing to bear the risks associated with its operations. It also helps to prevent fraudulent activities and ensures that the company is formed with a genuine intention to carry out business.

Now, considering the options provided, which one do you think is the correct minimum number of shares that every person subscribing to the MOA of a company must take?", C,D
12,100,GST came into force from,"A) 1st January 2017 
 B) 1st April 2017 
 C) 1st July 2017 
 D) 1th August 2017","The Goods and Services Tax (GST) is a comprehensive indirect tax reform that was introduced in India to replace multiple taxes levied by the Centre and States. The GST Bill was first introduced in the Lok Sabha in 2015 and was passed by both the Lok Sabha and Rajya Sabha in 2016. The Constitution (One Hundred and First Amendment) Act, 2016, which paved the way for the introduction of GST, came into effect from September 16, 2016. 

The GST Council, which is responsible for making recommendations on GST rates, exemptions, and other related matters, was established in September 2016. The Council held several meetings to finalize the GST rates, rules, and regulations. After months of deliberations, the GST Council finally decided to roll out GST from a specific date in 2017. 

The rollout of GST marked a significant shift in India's taxation system, with the aim of creating a unified national market and reducing cascading taxes. The implementation of GST was a major economic reform undertaken by the Government of India, and its impact was closely watched by businesses, economists, and policymakers alike.

Now, considering the above context, which of the following options is the correct date from which GST came into force?", B,C
14,1,Writ of Certiorari can be issued against,"A) Judicial and Quasi-Judicial bodies 
 B) Quasi Judicial and Administrative bodies 
 C) Administrative Bodies only 
 D) None of the above","In India, the writ of certiorari is a constitutional remedy available to individuals under Article 32 and Article 226 of the Constitution. It is a discretionary remedy granted by the Supreme Court and High Courts respectively, to correct errors of jurisdiction or law in decisions made by lower courts, tribunals, or other authorities.

The writ of certiorari is often sought when there is an apparent error of law or jurisdiction in a decision made by a body that exercises judicial or quasi-judicial functions. Such bodies are expected to act fairly, reasonably, and within their jurisdiction while making decisions that affect the rights of individuals.

In a recent case, a citizen approached the High Court seeking a writ of certiorari against a decision made by a statutory tribunal that had been constituted under a special law. The tribunal's decision was challenged on the grounds that it had exceeded its jurisdiction and violated the principles of natural justice.

In another instance, a company approached the Supreme Court seeking a writ of certiorari against a decision made by a regulatory authority that had been set up under a central act. The company alleged that the authority's decision was arbitrary, unreasonable, and contrary to the provisions of the act.

In both cases, the courts had to consider whether the writ of certiorari was an appropriate remedy and whether the bodies against which the writ was sought were amenable to such jurisdiction.

With this context, the correct answer to the question can be determined.", B,A
14,2,Supreme Court of India held that it is permanent obligation of every member of medical profession either government or private to give medical aid to every injured person brought for treatment immediately without waiting for procedural formalities in the case of-,"A) Common Cause V/s Union of India (1996) 1 SC 753 
 B) Peoples Union of India, AIR 1983 SC 339 
 C) Parmanand Katara V/s Union of India,AIR 1989 SC 2039 
 D) Lakshmi Kant Pandey V/s Union of India (1984) 25 SC 244","In India, there have been several instances where medical professionals have been hesitant to provide immediate medical aid to injured persons, citing procedural formalities such as police clearance or documentation requirements. This has led to unfortunate consequences, including loss of life or exacerbation of injuries.

In one landmark case, the Supreme Court of India had to intervene to clarify the responsibilities of medical professionals in such situations. The court was faced with a petition that highlighted the importance of timely medical intervention in emergency situations. The petitioners argued that medical professionals, whether in government or private institutions, have a moral and legal obligation to provide immediate medical aid to those in need, without waiting for procedural formalities to be completed.

The court was tasked with balancing the need for procedural compliance with the imperative of saving human life. In its judgment, the court emphasized the importance of upholding the fundamental right to life enshrined in Article 21 of the Indian Constitution. The court's decision has since had a significant impact on the way medical professionals approach emergency situations, and has helped to ensure that timely medical aid is provided to those who need it most.

Which of the following cases is most relevant to this context?", C,C
14,4,For the first time in India Income Tax was introduced by Sir James Wilson in the year:,"A) 1886 
 B) 1868 
 C) 1860 
 D) None of the Above","In the mid-19th century, the British East India Company was facing severe financial difficulties due to the Indian Rebellion of 1857 and the subsequent dissolution of the Company. To address the financial crisis, the British Government decided to introduce a new tax system in India. A British economist and politician, Sir James Wilson, was appointed as the Financial Member of the Council of India to implement fiscal reforms. Wilson, who was instrumental in introducing the income tax in the UK, was tasked with introducing a similar tax system in India.

During his tenure, Wilson introduced several fiscal reforms, including a new tax system aimed at increasing revenue collection. This tax system was designed to tax the income of individuals and businesses, with the goal of reducing the country's reliance on land revenue and customs duties.

Now, considering the options provided, which year do you think Sir James Wilson introduced Income Tax in India for the first time?", C,C
14,7,Which one of the following sections of CrPC deals with irregularities which vitiate proceeding?,"A) Section 460 
 B) Section 461 
 C) Section 462 
 D) Section 468","In a criminal trial, it is essential to ensure that the proceedings are conducted in a fair and lawful manner. However, sometimes, irregularities may occur during the trial, which can impact the validity of the proceedings. The Code of Criminal Procedure, 1973 (CrPC) provides provisions to deal with such irregularities.

Section 460 of the CrPC deals with the effect of non-compliance with the provisions of the Code, whereas Section 461 lays down the procedure to be followed when there is a non-compliance with the provisions of the Code. On the other hand, Section 462 provides for the consequences of any error, omission or irregularity in the proceedings.

In a recent case, the accused challenged the validity of the trial proceedings, alleging that there were several irregularities during the trial. The court had to examine the provisions of the CrPC to determine whether the irregularities vitiated the proceedings.

Which section of the CrPC would the court rely on to determine the effect of such irregularities on the trial proceedings?", C,B
14,8,Which of the following is not an essential element of a decree:,"A) Conclusive determination of the rights of the parties. 
 B) Formal expression of adjudication. 
 C) An adjudication from which an appeal lies as an appeal from an order. 
 D) The adjudication must have been. given in a suit before the court.","In the Indian legal system, a decree is a formal declaration of the court's judgment on a matter, outlining the rights and obligations of the parties involved. According to the Code of Civil Procedure, 1908 (CPC), a decree is a binding decision that determines the rights of the parties to a lawsuit.

In a civil suit, the court's judgment is typically followed by a decree, which is a formal document that embodies the court's decision. The decree is usually prepared by the court and signed by the judge, and it forms the basis for further proceedings, such as execution or appeal.

When a court passes a decree, it is essential to ensure that the decree meets certain requirements to be considered valid and enforceable. One such requirement is that the decree must be based on a conclusive determination of the rights of the parties involved. This means that the court must clearly outline the rights and obligations of each party, leaving no ambiguity or uncertainty.

Another important aspect of a decree is that it must be a formal expression of the court's adjudication. This implies that the decree must be a written document, signed by the judge, and must clearly state the court's decision on the matter.

In some cases, an appeal may lie against a decree, which means that the parties can challenge the decree in a higher court. However, not all decrees are appealable, and the right to appeal depends on the specific circumstances of the case.

Finally, it is crucial to note that a decree can only be passed in a suit that has been properly instituted before a court of competent jurisdiction. This means that the court must have the authority to hear the case and pass a decree on the matter.

With this context in mind, which of the options is not an essential element of a decree?", D,C
14,9,Which of the following is an infringement of a Registered Trade mark:,"A) Use of a mark identical to the Trade mark in relation to goods without authorisation. 
 B) Advertising of that Trade mark such that the advertisement is against the reputation of the Trade Mark. 
 C) Use of that Trade mark as a business name without authorisation. 
 D) All of the above.","In India, trademarks are protected under the Trade Marks Act, 1999, which is a legislation that provides for the registration and protection of trademarks. According to Section 2(1)(zb) of the Act, a ""registered trade mark"" means a trade mark which is actually on the register of trade marks maintained by the Registrar of Trade Marks.

Ramesh, a businessman, has registered his company's logo as a trade mark for his clothing brand, ""Rajputana Wear"". The logo is a unique design that has become synonymous with high-quality clothing in the market. Recently, Ramesh discovered that his competitor, Kumar, has been using a identical logo on his own clothing products without Ramesh's authorization. Kumar has also been advertising his products using Ramesh's trade mark in a way that is detrimental to the reputation of Ramesh's brand. Furthermore, Kumar has also incorporated a company with a similar name, ""Rajputana Fashions Pvt. Ltd."", which is causing confusion among customers.

In this scenario, which of the following actions by Kumar would be considered an infringement of Ramesh's registered trade mark?", A,D
14,10,"A person undergoing life imprisonment, if attempts to commit murder and hurt is caused thereby, he may be punished with:","A) Life Imprisonment 
 B) Death 
 C) Imprisonment 
 D) All of the above","In India, the Indian Penal Code (IPC) governs the laws related to criminal offenses and their punishments. Section 307 of the IPC deals with attempts to murder, which states that whoever attempts to commit murder shall be punished with imprisonment for life or imprisonment for a term which may extend to ten years, and shall also be liable to fine.

Additionally, Section 59 of the IPC provides that when a person is already undergoing a sentence of life imprisonment, and during the continuance of such sentence, commits another offense punishable with death or life imprisonment, he may be punished with death or imprisonment for life.

In this context, if a person undergoing life imprisonment attempts to commit murder and hurt is caused thereby, the question arises as to what punishment can be imposed on him...

Now, you can choose the correct option based on this context!", D,D
14,11,"Under the Dissolution of Muslim Marriage Act, 1939 a Muslim wife can seek Dissolution of marriage if the husband fails to perform marital obligation for :","A) 2 year 
 B) 3 year 
 C) 4 year 
 D) 5 year","In India, the Dissolution of Muslim Marriage Act, 1939 is a legislation that provides grounds for a Muslim wife to seek dissolution of her marriage. One of the grounds mentioned in the Act is the failure of the husband to perform his marital obligations. This provision is significant as it recognizes the importance of mutual support and cooperation in a marriage.

Under Islamic law, a husband is expected to provide maintenance and support to his wife, which includes providing for her financial needs, emotional well-being, and other essential necessities. If a husband fails to fulfill these obligations, it can lead to a breakdown of the marriage.

The Act specifies a certain period during which the husband's failure to perform his marital obligations can be considered a valid ground for the wife to seek dissolution of the marriage. This period is crucial in determining whether the husband's failure is a one-time mistake or a consistent pattern of neglect.

In this context, it is essential to know the specific duration mentioned in the Act to determine when a Muslim wife can seek dissolution of her marriage on the grounds of the husband's failure to perform his marital obligations.

Now, let's look at the options provided...", C,B
14,12,The Concept of 'Curative' Petition was introduced by the Supreme Court of India in the case of,"A) Rupa Ashok Hura V/s Ashok Hura,AIR 2002 SC 1771 
 B) M.C.Mehta V/s Union of India, AIR 1987 SC 1087 
 C) Krishna Swami V/s Union of India, (1992) 45 CC 605 
 D) Sheela Barse V/s Union of India, (1986) 35 CC 5962","In the Indian judiciary, the concept of a 'curative petition' is a unique remedy that allows a litigant to approach the Supreme Court again, even after the dismissal of a review petition. This extraordinary remedy is invoked in exceptional cases where there is a grave miscarriage of justice or a patent error that needs to be corrected.

The Supreme Court, exercising its inherent powers under Article 142 of the Constitution, has evolved this concept to prevent abuse of process and to ensure that justice is not only done but also seen to be done. The court, in a landmark judgment, laid down the guidelines and procedure for filing curative petitions, which have since been followed in numerous cases.

The case in question is a significant one, where the Supreme Court introduced the concept of curative petitions, thereby expanding the scope of judicial review and providing an additional avenue for litigants to seek redressal against perceived injustices.", C,A
14,14,"One of the following statements is not true, which one is that:","A) A confession by one co accused implicating other co accused would be proved. 
 B) A confession to a police-officer. cannot be proved. 
 C) A confession by a person in the custody of a police officer to any person in the presence of magistrate can be proved. 
 D) If the confession of a person leads to recovery of a thing it can be proved.","In the Indian Evidence Act, 1872, there are specific provisions that govern the admissibility of confessions as evidence in a court of law. Section 25 of the Act states that a confession made to a police officer cannot be proved as against a person accused of any offence. This is to prevent the police from extracting confessions through coercion or undue influence.

On the other hand, Section 26 of the Act provides that a confession made by an accused person while in the custody of a police officer, but not to the police officer, can be proved if it is made in the presence of a Metropolitan Magistrate or a Judicial Magistrate. This is to ensure that the accused person has an opportunity to make a voluntary confession without any duress or pressure from the police.

Furthermore, Section 27 of the Act states that if a confession leads to the discovery of a fact, it can be proved as evidence. This means that if a person makes a confession that results in the recovery of a piece of evidence, such as a stolen item or a weapon used in a crime, the confession can be used as evidence to prove the guilt of the accused person.

In light of these provisions, it is essential to carefully examine the circumstances surrounding a confession to determine its admissibility as evidence in a court of law.

Now, which of the options is not true?", B,C
14,15,The Kashmira Singh Vs State of MP is a leading case on:,"A) Dying declaration 
 B) Admission 
 C) Confession to police officer 
 D) Confession of a co-accused","In the Indian criminal justice system, confessions play a crucial role in determining the guilt or innocence of an accused. The Indian Evidence Act, 1872, deals with the admissibility and relevance of confessions as evidence in a trial. Section 24 to 30 of the Act specifically lay down the rules regarding confessions, including those made to police officers, magistrates, or co-accused.

In a significant judgment, the Supreme Court of India had to deliberate on the admissibility of a confession made by an accused to a police officer. The court had to consider whether such a confession, which was later retracted by the accused, could be relied upon as evidence to prove their guilt. The court's decision in this case would have far-reaching implications for the investigation and prosecution of crimes in India.

With this context, which option best relates to the Kashmira Singh Vs State of MP case?", C,D
14,16,The authentication to be affected by the use of asymmetric crypto system and hash function is known as:,"A) Public key 
 B) Private key 
 C) Digital Signature 
 D) Electronic Governance","In the digital age, ensuring the authenticity and integrity of electronic documents has become crucial. The Indian IT Act, 2000, recognizes the importance of secure electronic transactions and provides for the use of digital signatures to authenticate electronic records. According to Section 3 of the Act, digital signatures are used to authenticate the identity of the sender and ensure that the message has not been tampered with during transmission.

In this context, asymmetric crypto systems and hash functions play a vital role in ensuring the security and authenticity of digital signatures. Asymmetric crypto systems use a pair of keys - one public and one private - to encrypt and decrypt messages. Hash functions, on the other hand, are one-way encryption algorithms that take input data of any size and produce a fixed-size string of characters, known as a message digest.

When an electronic document is sent, the sender uses their private key to encrypt the message digest, creating a digital signature. The recipient can then use the sender's public key to decrypt the digital signature and verify that it matches the original message digest. This ensures that the document has not been tampered with during transmission and that the sender is authentic.

Now, considering the options provided, which one best describes the authentication affected by the use of asymmetric crypto systems and hash functions?", C,C
